"Hugo Lange";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"2.500,00"
"Jardim Botânico";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.853,29"
"Jardim Botânico";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.000,00"
"Jardim Botânico";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"2.492,19"
"Jardim Botânico";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"1.500,00"
"Jardim das Américas";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"2.164,60"
"Jardim das Américas";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.100,00"
"Jardim das Américas";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"3.062,90"
"Jardim das Américas";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"2.000,00"
"Jardim Social";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"3.265,90"
"Jardim Social";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.500,00"
"Jardim Social";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"4.779,28"
"Jardim Social";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"3.000,00"
"Juvevê";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"3.323,66"
"Juvevê";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"1.800,00"
"Juvevê";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"4.445,87"
"Juvevê";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"3.000,00"
"Lamenha Pequena";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"815,34"
"Lamenha Pequena";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"600,00"
"Lamenha Pequena";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"1.102,01"
"Lamenha Pequena";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"800,00"
"Lindóia";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"978,59"
"Lindóia";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Total (Real)";"650,00"
"Lindóia";"Rendimento Nominal Mensal Médio das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento (Real)";"1.390,58"
"Lindóia";"Rendimento Nominal Mensal Mediano das Pessoas de 10 Anos ou Mais de Idade - Com Rendimento  (Real)";"1.000,00"
