date,casosNovos,idade,obitosNovos,casosAcumulados,obitosAcumulados,localidade,CFR
2021-01-14,64,35-39,1.0,13662,35.0,Curitiba,0.26
2021-01-15,97,35-39,0.0,13759,35.0,Curitiba,0.25
2021-01-16,43,35-39,0.0,13802,35.0,Curitiba,0.25
2021-01-17,2,35-39,0.0,13804,35.0,Curitiba,0.25
2021-01-18,82,35-39,0.0,13886,35.0,Curitiba,0.25
2021-01-19,75,35-39,0.0,13961,35.0,Curitiba,0.25
2021-01-20,109,35-39,0.0,14070,35.0,Curitiba,0.25
2021-01-21,63,35-39,0.0,14133,35.0,Curitiba,0.25
2021-01-22,42,35-39,0.0,14175,35.0,Curitiba,0.25
2021-01-23,65,35-39,1.0,14240,36.0,Curitiba,0.25
2021-01-24,1,35-39,0.0,14241,36.0,Curitiba,0.25
2021-01-25,99,35-39,0.0,14340,36.0,Curitiba,0.25
2021-01-26,6,35-39,0.0,14346,36.0,Curitiba,0.25
2021-01-27,45,35-39,0.0,14391,36.0,Curitiba,0.25
2021-01-28,29,35-39,0.0,14420,36.0,Curitiba,0.25
2021-01-29,102,35-39,0.0,14522,36.0,Curitiba,0.25
2021-01-30,1,35-39,0.0,14523,36.0,Curitiba,0.25
2021-01-31,0,35-39,1.0,14523,37.0,Curitiba,0.25
2021-02-01,117,35-39,0.0,14640,37.0,Curitiba,0.25
2021-02-02,39,35-39,0.0,14679,37.0,Curitiba,0.25
2021-02-03,32,35-39,0.0,14711,37.0,Curitiba,0.25
2021-02-04,53,35-39,0.0,14764,37.0,Curitiba,0.25
2021-02-05,45,35-39,0.0,14809,37.0,Curitiba,0.25
2021-02-06,32,35-39,0.0,14841,37.0,Curitiba,0.25
2021-02-07,3,35-39,0.0,14844,37.0,Curitiba,0.25
2021-02-08,57,35-39,0.0,14901,37.0,Curitiba,0.25
2021-02-09,46,35-39,0.0,14947,37.0,Curitiba,0.25
2021-02-10,59,35-39,0.0,15006,37.0,Curitiba,0.25
2021-02-11,43,35-39,0.0,15049,37.0,Curitiba,0.25
2021-02-12,27,35-39,0.0,15076,37.0,Curitiba,0.25
2021-02-13,20,35-39,0.0,15096,37.0,Curitiba,0.25
2021-02-14,2,35-39,0.0,15098,37.0,Curitiba,0.25
2021-02-15,86,35-39,0.0,15184,37.0,Curitiba,0.24
2021-02-16,10,35-39,0.0,15194,37.0,Curitiba,0.24
2021-02-17,37,35-39,0.0,15231,37.0,Curitiba,0.24
2021-02-18,108,35-39,0.0,15339,37.0,Curitiba,0.24
2021-02-19,77,35-39,0.0,15416,37.0,Curitiba,0.24
2021-02-20,5,35-39,0.0,15421,37.0,Curitiba,0.24
2021-02-21,2,35-39,0.0,15423,37.0,Curitiba,0.24
2021-02-22,185,35-39,0.0,15608,37.0,Curitiba,0.24
2021-02-23,76,35-39,0.0,15684,37.0,Curitiba,0.24
2021-02-24,85,35-39,0.0,15769,37.0,Curitiba,0.23
2021-02-25,95,35-39,3.0,15864,40.0,Curitiba,0.25
2021-02-26,44,35-39,0.0,15908,40.0,Curitiba,0.25
2021-02-27,134,35-39,3.0,16042,43.0,Curitiba,0.27
2021-02-28,2,35-39,0.0,16044,43.0,Curitiba,0.27
2021-03-01,177,35-39,0.0,16221,43.0,Curitiba,0.27
2021-03-02,37,35-39,0.0,16258,43.0,Curitiba,0.26
2021-03-03,136,35-39,1.0,16394,44.0,Curitiba,0.27
2021-03-04,105,35-39,1.0,16499,45.0,Curitiba,0.27
2021-03-05,80,35-39,0.0,16579,45.0,Curitiba,0.27
2021-03-06,75,35-39,1.0,16654,46.0,Curitiba,0.28
2021-03-07,3,35-39,1.0,16657,47.0,Curitiba,0.28
2021-03-08,320,35-39,0.0,16977,47.0,Curitiba,0.28
2021-03-09,20,35-39,0.0,16997,47.0,Curitiba,0.28
2021-03-10,148,35-39,1.0,17145,48.0,Curitiba,0.28
2021-03-11,131,35-39,2.0,17276,50.0,Curitiba,0.29
2021-03-12,119,35-39,0.0,17395,50.0,Curitiba,0.29
2021-03-13,115,35-39,1.0,17510,51.0,Curitiba,0.29
2021-03-14,0,35-39,1.0,17510,52.0,Curitiba,0.3
2021-03-15,197,35-39,2.0,17707,54.0,Curitiba,0.3
2021-03-16,94,35-39,1.0,17801,55.0,Curitiba,0.31
2021-03-17,124,35-39,2.0,17925,57.0,Curitiba,0.32
2021-03-18,169,35-39,0.0,18094,57.0,Curitiba,0.32
2021-03-19,137,35-39,1.0,18231,58.0,Curitiba,0.32
2021-03-20,43,35-39,2.0,18274,60.0,Curitiba,0.33
2021-03-21,3,35-39,0.0,18277,60.0,Curitiba,0.33
2021-03-22,287,35-39,2.0,18564,62.0,Curitiba,0.33
2021-03-23,112,35-39,2.0,18676,64.0,Curitiba,0.34
2021-03-24,71,35-39,1.0,18747,65.0,Curitiba,0.35
2021-03-25,98,35-39,0.0,18845,65.0,Curitiba,0.34
2021-03-26,79,35-39,3.0,18924,68.0,Curitiba,0.36
2021-03-27,128,35-39,3.0,19052,71.0,Curitiba,0.37
2021-03-28,3,35-39,0.0,19055,71.0,Curitiba,0.37
2021-03-29,158,35-39,0.0,19213,71.0,Curitiba,0.37
2021-03-30,177,35-39,2.0,19390,73.0,Curitiba,0.38
2021-03-31,77,35-39,3.0,19467,76.0,Curitiba,0.39
2021-04-01,81,35-39,0.0,19548,76.0,Curitiba,0.39
2021-04-02,66,35-39,0.0,19614,76.0,Curitiba,0.39
2021-04-03,39,35-39,0.0,19653,76.0,Curitiba,0.39
2021-04-04,3,35-39,0.0,19656,76.0,Curitiba,0.39
2021-04-05,174,35-39,1.0,19830,77.0,Curitiba,0.39
2021-04-06,97,35-39,1.0,19927,78.0,Curitiba,0.39
2021-04-07,89,35-39,0.0,20016,78.0,Curitiba,0.39
2021-04-08,63,35-39,1.0,20079,79.0,Curitiba,0.39
2021-04-09,121,35-39,0.0,20200,79.0,Curitiba,0.39
2021-04-10,5,35-39,0.0,20205,79.0,Curitiba,0.39
2021-04-11,0,35-39,2.0,20205,81.0,Curitiba,0.4
2021-04-12,121,35-39,0.0,20326,81.0,Curitiba,0.4
2021-04-13,60,35-39,2.0,20386,83.0,Curitiba,0.41
2021-04-14,49,35-39,2.0,20435,85.0,Curitiba,0.42
2021-04-15,70,35-39,1.0,20505,86.0,Curitiba,0.42
2021-04-16,40,35-39,2.0,20545,88.0,Curitiba,0.43
2021-04-17,94,35-39,1.0,20639,89.0,Curitiba,0.43
2021-04-18,73,35-39,0.0,20712,89.0,Curitiba,0.43
2021-04-19,99,35-39,0.0,20811,89.0,Curitiba,0.43
2021-04-20,71,35-39,0.0,20882,89.0,Curitiba,0.43
2021-04-21,15,35-39,1.0,20897,90.0,Curitiba,0.43
2021-04-22,70,35-39,0.0,20967,90.0,Curitiba,0.43
2021-04-23,55,35-39,0.0,21022,90.0,Curitiba,0.43
2021-04-24,46,35-39,1.0,21068,91.0,Curitiba,0.43
2021-04-25,47,35-39,0.0,21115,91.0,Curitiba,0.43
2021-04-26,37,35-39,1.0,21152,92.0,Curitiba,0.43
2021-04-27,74,35-39,1.0,21226,93.0,Curitiba,0.44
2021-04-28,43,35-39,2.0,21269,95.0,Curitiba,0.45
2021-04-29,88,35-39,1.0,21357,96.0,Curitiba,0.45
2021-04-30,131,35-39,1.0,21488,97.0,Curitiba,0.45
2021-05-01,47,35-39,0.0,21535,97.0,Curitiba,0.45
2021-05-02,21,35-39,1.0,21556,98.0,Curitiba,0.45
2021-05-03,52,35-39,1.0,21608,99.0,Curitiba,0.46
2021-05-04,54,35-39,0.0,21662,99.0,Curitiba,0.46
2021-05-05,29,35-39,1.0,21691,100.0,Curitiba,0.46
2021-05-06,86,35-39,2.0,21777,102.0,Curitiba,0.47
2021-05-07,117,35-39,0.0,21894,102.0,Curitiba,0.47
2021-05-08,64,35-39,0.0,21958,102.0,Curitiba,0.46
2021-05-09,55,35-39,1.0,22013,103.0,Curitiba,0.47
2021-05-10,48,35-39,2.0,22061,105.0,Curitiba,0.48
2021-05-11,63,35-39,0.0,22124,105.0,Curitiba,0.47
2021-05-12,61,35-39,1.0,22185,106.0,Curitiba,0.48
2021-05-13,75,35-39,0.0,22260,106.0,Curitiba,0.48
2021-05-14,58,35-39,0.0,22318,106.0,Curitiba,0.47
2021-05-15,139,35-39,0.0,22457,106.0,Curitiba,0.47
2021-05-16,62,35-39,1.0,22519,107.0,Curitiba,0.48
2021-05-17,69,35-39,1.0,22588,108.0,Curitiba,0.48
2021-05-18,84,35-39,1.0,22672,109.0,Curitiba,0.48
2021-05-19,89,35-39,0.0,22761,109.0,Curitiba,0.48
2021-05-20,116,35-39,1.0,22877,110.0,Curitiba,0.48
2021-05-21,216,35-39,1.0,23093,111.0,Curitiba,0.48
2021-05-22,88,35-39,0.0,23181,111.0,Curitiba,0.48
2021-05-23,71,35-39,0.0,23252,111.0,Curitiba,0.48
2021-05-24,56,35-39,3.0,23308,114.0,Curitiba,0.49
2021-05-25,61,35-39,0.0,23369,114.0,Curitiba,0.49
2021-05-26,119,35-39,1.0,23488,115.0,Curitiba,0.49
2021-05-27,114,35-39,1.0,23602,116.0,Curitiba,0.49
2021-05-28,50,35-39,1.0,23652,117.0,Curitiba,0.49
2021-05-29,144,35-39,1.0,23796,118.0,Curitiba,0.5
2021-05-30,26,35-39,1.0,23822,119.0,Curitiba,0.5
2021-05-31,151,35-39,3.0,23973,122.0,Curitiba,0.51
2021-06-01,0,35-39,0.0,23973,122.0,Curitiba,0.51
2020-03-12,1,40-44,0.0,1,0.0,Curitiba,0.0
2020-03-13,0,40-44,0.0,1,0.0,Curitiba,0.0
2020-03-14,0,40-44,0.0,1,0.0,Curitiba,0.0
2020-03-15,0,40-44,0.0,1,0.0,Curitiba,0.0
2020-03-16,0,40-44,0.0,1,0.0,Curitiba,0.0
2020-03-17,2,40-44,0.0,3,0.0,Curitiba,0.0
2020-03-18,1,40-44,0.0,4,0.0,Curitiba,0.0
2020-03-19,1,40-44,0.0,5,0.0,Curitiba,0.0
2020-03-20,1,40-44,0.0,6,0.0,Curitiba,0.0
2020-03-21,0,40-44,0.0,6,0.0,Curitiba,0.0
2020-03-22,1,40-44,0.0,7,0.0,Curitiba,0.0
2020-03-23,0,40-44,0.0,7,0.0,Curitiba,0.0
2020-03-24,0,40-44,0.0,7,0.0,Curitiba,0.0
2020-03-25,0,40-44,0.0,7,0.0,Curitiba,0.0
2020-03-26,0,40-44,0.0,7,0.0,Curitiba,0.0
2020-03-27,0,40-44,0.0,7,0.0,Curitiba,0.0
2020-03-28,1,40-44,0.0,8,0.0,Curitiba,0.0
2020-03-29,3,40-44,0.0,11,0.0,Curitiba,0.0
2020-03-30,0,40-44,0.0,11,0.0,Curitiba,0.0
2020-03-31,1,40-44,0.0,12,0.0,Curitiba,0.0
2020-04-01,3,40-44,0.0,15,0.0,Curitiba,0.0
2020-04-02,1,40-44,0.0,16,0.0,Curitiba,0.0
2020-04-03,0,40-44,0.0,16,0.0,Curitiba,0.0
2020-04-04,3,40-44,0.0,19,0.0,Curitiba,0.0
2020-04-05,1,40-44,0.0,20,0.0,Curitiba,0.0
2020-04-06,0,40-44,0.0,20,0.0,Curitiba,0.0
2020-04-07,4,40-44,0.0,24,0.0,Curitiba,0.0
2020-04-08,4,40-44,0.0,28,0.0,Curitiba,0.0
2020-04-09,3,40-44,0.0,31,0.0,Curitiba,0.0
2020-04-10,1,40-44,0.0,32,0.0,Curitiba,0.0
2020-04-11,0,40-44,0.0,32,0.0,Curitiba,0.0
2020-04-12,0,40-44,0.0,32,0.0,Curitiba,0.0
2020-04-13,1,40-44,0.0,33,0.0,Curitiba,0.0
2020-04-14,0,40-44,0.0,33,0.0,Curitiba,0.0
2020-04-15,1,40-44,0.0,34,0.0,Curitiba,0.0
2020-04-16,3,40-44,0.0,37,0.0,Curitiba,0.0
2020-04-17,6,40-44,0.0,43,0.0,Curitiba,0.0
2020-04-18,1,40-44,0.0,44,0.0,Curitiba,0.0
2020-04-19,0,40-44,0.0,44,0.0,Curitiba,0.0
2020-04-20,1,40-44,0.0,45,0.0,Curitiba,0.0
2020-04-21,0,40-44,0.0,45,0.0,Curitiba,0.0
2020-04-22,4,40-44,0.0,49,0.0,Curitiba,0.0
2020-04-23,3,40-44,0.0,52,0.0,Curitiba,0.0
2020-04-24,0,40-44,0.0,52,0.0,Curitiba,0.0
2020-04-25,2,40-44,0.0,54,0.0,Curitiba,0.0
2020-04-26,0,40-44,0.0,54,0.0,Curitiba,0.0
2020-04-27,3,40-44,0.0,57,0.0,Curitiba,0.0
2020-04-28,1,40-44,0.0,58,0.0,Curitiba,0.0
2020-04-29,1,40-44,0.0,59,0.0,Curitiba,0.0
2020-04-30,1,40-44,0.0,60,0.0,Curitiba,0.0
2020-05-01,1,40-44,0.0,61,0.0,Curitiba,0.0
2020-05-02,0,40-44,0.0,61,0.0,Curitiba,0.0
2020-05-03,0,40-44,0.0,61,0.0,Curitiba,0.0
2020-05-04,2,40-44,0.0,63,0.0,Curitiba,0.0
2020-05-05,3,40-44,0.0,66,0.0,Curitiba,0.0
2020-05-06,2,40-44,0.0,68,0.0,Curitiba,0.0
2020-05-07,1,40-44,0.0,69,0.0,Curitiba,0.0
2020-05-08,5,40-44,0.0,74,0.0,Curitiba,0.0
2020-05-09,3,40-44,0.0,77,0.0,Curitiba,0.0
2020-05-10,0,40-44,0.0,77,0.0,Curitiba,0.0
2020-05-11,1,40-44,0.0,78,0.0,Curitiba,0.0
2020-05-12,3,40-44,0.0,81,0.0,Curitiba,0.0
2020-05-13,0,40-44,0.0,81,0.0,Curitiba,0.0
2020-05-14,3,40-44,0.0,84,0.0,Curitiba,0.0
2020-05-15,1,40-44,0.0,85,0.0,Curitiba,0.0
2020-05-16,3,40-44,0.0,88,0.0,Curitiba,0.0
2020-05-17,0,40-44,0.0,88,0.0,Curitiba,0.0
2020-05-18,1,40-44,0.0,89,0.0,Curitiba,0.0
2020-05-19,3,40-44,0.0,92,0.0,Curitiba,0.0
2020-05-20,0,40-44,0.0,92,0.0,Curitiba,0.0
2020-05-21,5,40-44,0.0,97,0.0,Curitiba,0.0
2020-05-22,3,40-44,0.0,100,0.0,Curitiba,0.0
2020-05-23,2,40-44,0.0,102,0.0,Curitiba,0.0
2020-05-24,1,40-44,0.0,103,0.0,Curitiba,0.0
2020-05-25,7,40-44,0.0,110,0.0,Curitiba,0.0
2020-05-26,2,40-44,0.0,112,0.0,Curitiba,0.0
2020-05-27,3,40-44,0.0,115,0.0,Curitiba,0.0
2020-05-28,4,40-44,0.0,119,0.0,Curitiba,0.0
2020-05-29,6,40-44,0.0,125,0.0,Curitiba,0.0
2020-05-30,0,40-44,0.0,125,0.0,Curitiba,0.0
2020-05-31,0,40-44,0.0,125,0.0,Curitiba,0.0
2020-06-01,5,40-44,0.0,130,0.0,Curitiba,0.0
2020-06-02,4,40-44,0.0,134,0.0,Curitiba,0.0
2020-06-03,7,40-44,0.0,141,0.0,Curitiba,0.0
2020-06-04,8,40-44,0.0,149,0.0,Curitiba,0.0
2020-06-05,7,40-44,0.0,156,0.0,Curitiba,0.0
2020-06-06,3,40-44,0.0,159,0.0,Curitiba,0.0
2020-06-07,1,40-44,0.0,160,0.0,Curitiba,0.0
2020-06-08,10,40-44,0.0,170,0.0,Curitiba,0.0
2020-06-09,8,40-44,0.0,178,0.0,Curitiba,0.0
2020-06-10,7,40-44,0.0,185,0.0,Curitiba,0.0
2020-06-11,7,40-44,1.0,192,1.0,Curitiba,0.52
2020-06-12,22,40-44,0.0,214,1.0,Curitiba,0.47
2020-06-13,3,40-44,1.0,217,2.0,Curitiba,0.92
2020-06-14,1,40-44,0.0,218,2.0,Curitiba,0.92
2020-06-15,5,40-44,0.0,223,2.0,Curitiba,0.9
2020-06-16,62,40-44,0.0,285,2.0,Curitiba,0.7
2020-06-17,13,40-44,0.0,298,2.0,Curitiba,0.67
2020-06-18,16,40-44,0.0,314,2.0,Curitiba,0.64
2020-06-19,16,40-44,0.0,330,2.0,Curitiba,0.61
2020-06-20,1,40-44,0.0,331,2.0,Curitiba,0.6
2020-06-21,1,40-44,0.0,332,2.0,Curitiba,0.6
2020-06-22,52,40-44,0.0,384,2.0,Curitiba,0.52
2020-06-23,24,40-44,0.0,408,2.0,Curitiba,0.49
2020-06-24,36,40-44,0.0,444,2.0,Curitiba,0.45
2020-06-25,18,40-44,0.0,462,2.0,Curitiba,0.43
2020-06-26,15,40-44,0.0,477,2.0,Curitiba,0.42
2020-06-27,3,40-44,0.0,480,2.0,Curitiba,0.42
2020-06-28,5,40-44,0.0,485,2.0,Curitiba,0.41
2020-06-29,66,40-44,0.0,551,2.0,Curitiba,0.36
2020-06-30,47,40-44,0.0,598,2.0,Curitiba,0.33
2020-07-01,48,40-44,0.0,646,2.0,Curitiba,0.31
2020-07-02,36,40-44,0.0,682,2.0,Curitiba,0.29
2020-07-03,29,40-44,1.0,711,3.0,Curitiba,0.42
2020-07-04,4,40-44,0.0,715,3.0,Curitiba,0.42
2020-07-05,3,40-44,0.0,718,3.0,Curitiba,0.42
2020-07-06,131,40-44,0.0,849,3.0,Curitiba,0.35
2020-07-07,40,40-44,0.0,889,3.0,Curitiba,0.34
2020-07-08,48,40-44,0.0,937,3.0,Curitiba,0.32
2020-07-09,65,40-44,0.0,1002,3.0,Curitiba,0.3
2020-07-10,88,40-44,0.0,1090,3.0,Curitiba,0.28
2020-07-11,2,40-44,0.0,1092,3.0,Curitiba,0.27
2020-07-12,2,40-44,2.0,1094,5.0,Curitiba,0.46
2020-07-13,103,40-44,0.0,1197,5.0,Curitiba,0.42
2020-07-14,31,40-44,0.0,1228,5.0,Curitiba,0.41
2020-07-15,79,40-44,0.0,1307,5.0,Curitiba,0.38
2020-07-16,79,40-44,0.0,1386,5.0,Curitiba,0.36
2020-07-17,58,40-44,0.0,1444,5.0,Curitiba,0.35
2020-07-18,1,40-44,0.0,1445,5.0,Curitiba,0.35
2020-07-19,3,40-44,0.0,1448,5.0,Curitiba,0.35
2020-07-20,118,40-44,0.0,1566,5.0,Curitiba,0.32
2020-07-21,41,40-44,0.0,1607,5.0,Curitiba,0.31
2020-07-22,80,40-44,0.0,1687,5.0,Curitiba,0.3
2020-07-23,76,40-44,0.0,1763,5.0,Curitiba,0.28
2020-07-24,56,40-44,0.0,1819,5.0,Curitiba,0.27
2020-07-25,5,40-44,0.0,1824,5.0,Curitiba,0.27
2020-07-26,52,40-44,1.0,1876,6.0,Curitiba,0.32
2020-07-27,73,40-44,0.0,1949,6.0,Curitiba,0.31
2020-07-28,61,40-44,1.0,2010,7.0,Curitiba,0.35
2020-07-29,34,40-44,0.0,2044,7.0,Curitiba,0.34
2020-07-30,43,40-44,0.0,2087,7.0,Curitiba,0.34
2020-07-31,177,40-44,0.0,2264,7.0,Curitiba,0.31
2020-08-01,3,40-44,0.0,2267,7.0,Curitiba,0.31
2020-08-02,3,40-44,0.0,2270,7.0,Curitiba,0.31
2020-08-03,108,40-44,0.0,2378,7.0,Curitiba,0.29
2020-08-04,62,40-44,1.0,2440,8.0,Curitiba,0.33
2020-08-05,48,40-44,0.0,2488,8.0,Curitiba,0.32
2020-08-06,60,40-44,0.0,2548,8.0,Curitiba,0.31
2020-08-07,34,40-44,1.0,2582,9.0,Curitiba,0.35
2020-08-08,2,40-44,0.0,2584,9.0,Curitiba,0.35
2020-08-09,3,40-44,1.0,2587,10.0,Curitiba,0.39
2020-08-10,106,40-44,0.0,2693,10.0,Curitiba,0.37
2020-08-11,54,40-44,1.0,2747,11.0,Curitiba,0.4
2020-08-12,66,40-44,0.0,2813,11.0,Curitiba,0.39
2020-08-13,42,40-44,0.0,2855,11.0,Curitiba,0.39
2020-08-14,56,40-44,0.0,2911,11.0,Curitiba,0.38
2020-08-15,2,40-44,0.0,2913,11.0,Curitiba,0.38
2020-08-16,0,40-44,0.0,2913,11.0,Curitiba,0.38
2020-08-17,85,40-44,0.0,2998,11.0,Curitiba,0.37
2020-08-18,18,40-44,0.0,3016,11.0,Curitiba,0.36
2020-08-19,48,40-44,2.0,3064,13.0,Curitiba,0.42
2020-08-20,28,40-44,0.0,3092,13.0,Curitiba,0.42
2020-08-21,35,40-44,0.0,3127,13.0,Curitiba,0.42
2020-08-22,51,40-44,0.0,3178,13.0,Curitiba,0.41
2020-08-23,1,40-44,0.0,3179,13.0,Curitiba,0.41
2020-08-24,19,40-44,0.0,3198,13.0,Curitiba,0.41
2020-08-25,12,40-44,1.0,3210,14.0,Curitiba,0.44
2020-08-26,75,40-44,0.0,3285,14.0,Curitiba,0.43
2020-08-27,52,40-44,0.0,3337,14.0,Curitiba,0.42
2020-08-28,52,40-44,1.0,3389,15.0,Curitiba,0.44
2020-08-29,2,40-44,0.0,3391,15.0,Curitiba,0.44
2020-08-30,5,40-44,0.0,3396,15.0,Curitiba,0.44
2020-08-31,79,40-44,1.0,3475,16.0,Curitiba,0.46
2020-09-01,24,40-44,0.0,3499,16.0,Curitiba,0.46
2020-09-02,66,40-44,0.0,3565,16.0,Curitiba,0.45
2020-09-03,88,40-44,0.0,3653,16.0,Curitiba,0.44
2020-09-04,25,40-44,0.0,3678,16.0,Curitiba,0.44
2020-09-05,1,40-44,0.0,3679,16.0,Curitiba,0.43
2020-09-06,64,40-44,0.0,3743,16.0,Curitiba,0.43
2020-09-07,13,40-44,1.0,3756,17.0,Curitiba,0.45
2020-09-08,18,40-44,0.0,3774,17.0,Curitiba,0.45
2020-09-09,30,40-44,0.0,3804,17.0,Curitiba,0.45
2020-09-10,52,40-44,1.0,3856,18.0,Curitiba,0.47
2020-09-11,38,40-44,0.0,3894,18.0,Curitiba,0.46
2020-09-12,55,40-44,0.0,3949,18.0,Curitiba,0.46
2020-09-13,16,40-44,0.0,3965,18.0,Curitiba,0.45
2020-09-14,53,40-44,0.0,4018,18.0,Curitiba,0.45
2020-09-15,72,40-44,0.0,4090,18.0,Curitiba,0.44
2020-09-16,26,40-44,0.0,4116,18.0,Curitiba,0.44
2020-09-17,61,40-44,0.0,4177,18.0,Curitiba,0.43
2020-09-18,27,40-44,0.0,4204,18.0,Curitiba,0.43
2020-09-19,34,40-44,1.0,4238,19.0,Curitiba,0.45
2020-09-20,16,40-44,0.0,4254,19.0,Curitiba,0.45
2020-09-21,47,40-44,0.0,4301,19.0,Curitiba,0.44
2020-09-22,19,40-44,0.0,4320,19.0,Curitiba,0.44
2020-09-23,38,40-44,0.0,4358,19.0,Curitiba,0.44
2020-09-24,48,40-44,0.0,4406,19.0,Curitiba,0.43
2020-09-25,39,40-44,0.0,4445,19.0,Curitiba,0.43
2020-09-26,44,40-44,0.0,4489,19.0,Curitiba,0.42
2020-09-27,1,40-44,1.0,4490,20.0,Curitiba,0.45
2020-09-28,30,40-44,0.0,4520,20.0,Curitiba,0.44
2020-09-29,28,40-44,0.0,4548,20.0,Curitiba,0.44
2020-09-30,32,40-44,1.0,4580,21.0,Curitiba,0.46
2020-10-01,39,40-44,0.0,4619,21.0,Curitiba,0.45
2020-10-02,27,40-44,0.0,4646,21.0,Curitiba,0.45
2020-10-03,14,40-44,0.0,4660,21.0,Curitiba,0.45
2020-10-04,2,40-44,1.0,4662,22.0,Curitiba,0.47
2020-10-05,37,40-44,0.0,4699,22.0,Curitiba,0.47
2020-10-06,28,40-44,0.0,4727,22.0,Curitiba,0.47
2020-10-07,43,40-44,0.0,4770,22.0,Curitiba,0.46
2020-10-08,45,40-44,0.0,4815,22.0,Curitiba,0.46
2020-10-09,39,40-44,0.0,4854,22.0,Curitiba,0.45
2020-10-10,29,40-44,1.0,4883,23.0,Curitiba,0.47
2020-10-11,1,40-44,0.0,4884,23.0,Curitiba,0.47
2020-10-12,14,40-44,0.0,4898,23.0,Curitiba,0.47
2020-10-13,26,40-44,1.0,4924,24.0,Curitiba,0.49
2020-10-14,13,40-44,0.0,4937,24.0,Curitiba,0.49
2020-10-15,51,40-44,0.0,4988,24.0,Curitiba,0.48
2020-10-16,38,40-44,0.0,5026,24.0,Curitiba,0.48
2020-10-17,47,40-44,1.0,5073,25.0,Curitiba,0.49
2020-10-18,0,40-44,0.0,5073,25.0,Curitiba,0.49
2020-10-19,27,40-44,0.0,5100,25.0,Curitiba,0.49
2020-10-20,25,40-44,0.0,5125,25.0,Curitiba,0.49
2020-10-21,20,40-44,0.0,5145,25.0,Curitiba,0.49
2020-10-22,38,40-44,0.0,5183,25.0,Curitiba,0.48
2020-10-23,41,40-44,0.0,5224,25.0,Curitiba,0.48
2020-10-24,41,40-44,0.0,5265,25.0,Curitiba,0.47
2020-10-25,0,40-44,1.0,5265,26.0,Curitiba,0.49
2020-10-26,8,40-44,0.0,5273,26.0,Curitiba,0.49
2020-10-27,35,40-44,0.0,5308,26.0,Curitiba,0.49
2020-10-28,46,40-44,0.0,5354,26.0,Curitiba,0.49
2020-10-29,39,40-44,0.0,5393,26.0,Curitiba,0.48
2020-10-30,39,40-44,0.0,5432,26.0,Curitiba,0.48
2020-10-31,41,40-44,0.0,5473,26.0,Curitiba,0.48
2020-11-01,0,40-44,0.0,5473,26.0,Curitiba,0.48
2020-11-02,66,40-44,0.0,5539,26.0,Curitiba,0.47
2020-11-03,21,40-44,0.0,5560,26.0,Curitiba,0.47
2020-11-04,24,40-44,1.0,5584,27.0,Curitiba,0.48
2020-11-05,54,40-44,0.0,5638,27.0,Curitiba,0.48
2020-11-06,34,40-44,0.0,5672,27.0,Curitiba,0.48
2020-11-07,66,40-44,0.0,5738,27.0,Curitiba,0.47
2020-11-08,0,40-44,0.0,5738,27.0,Curitiba,0.47
2020-11-09,44,40-44,0.0,5782,27.0,Curitiba,0.47
2020-11-10,50,40-44,0.0,5832,27.0,Curitiba,0.46
2020-11-11,112,40-44,0.0,5944,27.0,Curitiba,0.45
2020-11-12,52,40-44,1.0,5996,28.0,Curitiba,0.47
2020-11-13,67,40-44,0.0,6063,28.0,Curitiba,0.46
2020-11-14,2,40-44,0.0,6065,28.0,Curitiba,0.46
2020-11-15,2,40-44,0.0,6067,28.0,Curitiba,0.46
2020-11-16,220,40-44,0.0,6287,28.0,Curitiba,0.45
2020-11-17,73,40-44,2.0,6360,30.0,Curitiba,0.47
2020-11-18,152,40-44,0.0,6512,30.0,Curitiba,0.46
2020-11-19,132,40-44,0.0,6644,30.0,Curitiba,0.45
2020-11-20,69,40-44,0.0,6713,30.0,Curitiba,0.45
2020-11-21,59,40-44,0.0,6772,30.0,Curitiba,0.44
2020-11-22,82,40-44,0.0,6854,30.0,Curitiba,0.44
2020-11-23,140,40-44,0.0,6994,30.0,Curitiba,0.43
2020-11-24,93,40-44,0.0,7087,30.0,Curitiba,0.42
2020-11-25,136,40-44,0.0,7223,30.0,Curitiba,0.42
2020-11-26,153,40-44,0.0,7376,30.0,Curitiba,0.41
2020-11-27,181,40-44,1.0,7557,31.0,Curitiba,0.41
2020-11-28,169,40-44,0.0,7726,31.0,Curitiba,0.4
2020-11-29,67,40-44,1.0,7793,32.0,Curitiba,0.41
2020-11-30,165,40-44,0.0,7958,32.0,Curitiba,0.4
2020-12-01,124,40-44,1.0,8082,33.0,Curitiba,0.41
2020-12-02,116,40-44,1.0,8198,34.0,Curitiba,0.41
2020-12-03,184,40-44,2.0,8382,36.0,Curitiba,0.43
2020-12-04,215,40-44,0.0,8597,36.0,Curitiba,0.42
2020-12-05,175,40-44,0.0,8772,36.0,Curitiba,0.41
2020-12-06,132,40-44,0.0,8904,36.0,Curitiba,0.4
2020-12-07,57,40-44,0.0,8961,36.0,Curitiba,0.4
2020-12-08,114,40-44,1.0,9075,37.0,Curitiba,0.41
2020-12-09,147,40-44,0.0,9222,37.0,Curitiba,0.4
2020-12-10,156,40-44,2.0,9378,39.0,Curitiba,0.42
2020-12-11,165,40-44,1.0,9543,40.0,Curitiba,0.42
