codigo,localidade,idade,perc,sexo
4120309,Porto Vitória,70-74,0.015250544662309368,m
4120309,Porto Vitória,75-79,0.01355603969983055,m
4120309,Porto Vitória,80+,0.011619462599854757,m
4101853,Ariranha do Ivaí,0-4,0.03075079872204473,m
4101853,Ariranha do Ivaí,5-9,0.02915335463258786,m
4101853,Ariranha do Ivaí,10-14,0.025559105431309903,m
4101853,Ariranha do Ivaí,15-19,0.02196485623003195,m
4101853,Ariranha do Ivaí,20-24,0.017971246006389777,m
4101853,Ariranha do Ivaí,25-29,0.031150159744408944,m
4101853,Ariranha do Ivaí,30-34,0.03194888178913738,m
4101853,Ariranha do Ivaí,35-39,0.03354632587859425,m
4101853,Ariranha do Ivaí,40-44,0.03274760383386582,m
4101853,Ariranha do Ivaí,45-49,0.036741214057507986,m
4101853,Ariranha do Ivaí,50-54,0.04472843450479233,m
4101853,Ariranha do Ivaí,55-59,0.03514376996805112,m
4101853,Ariranha do Ivaí,60-64,0.03354632587859425,m
4101853,Ariranha do Ivaí,65-69,0.026357827476038338,m
4101853,Ariranha do Ivaí,70-74,0.021166134185303515,m
4101853,Ariranha do Ivaí,75-79,0.016773162939297124,m
4101853,Ariranha do Ivaí,80+,0.022763578274760384,m
4121703,Reserva,0-4,0.04545968562704964,m
4121703,Reserva,5-9,0.0430095367333861,m
4121703,Reserva,10-14,0.037468430773870104,m
4121703,Reserva,15-19,0.03999396886426175,m
4121703,Reserva,20-24,0.04365034490557503,m
4121703,Reserva,25-29,0.04029552565117419,m
4121703,Reserva,30-34,0.037053790191865506,m
4121703,Reserva,35-39,0.036450676618040634,m
4121703,Reserva,40-44,0.034302084511289535,m
4121703,Reserva,45-49,0.033058162765275734,m
4121703,Reserva,50-54,0.02951487051905462,m
4121703,Reserva,55-59,0.026310829658109994,m
4121703,Reserva,60-64,0.020618945305137772,m
4121703,Reserva,65-69,0.01556786912435448,m
4121703,Reserva,70-74,0.012627690451958235,m
4121703,Reserva,75-79,0.008556673828640355,m
4121703,Reserva,80+,0.008368200836820083,m
4116703,Nova Aurora,0-4,0.027451938742261324,m
4116703,Nova Aurora,5-9,0.028347996089931573,m
4116703,Nova Aurora,10-14,0.025252525252525252,m
4116703,Nova Aurora,15-19,0.02867383512544803,m
4116703,Nova Aurora,20-24,0.03372434017595308,m
4116703,Nova Aurora,25-29,0.038856304985337244,m
4116703,Nova Aurora,30-34,0.03543499511241447,m
4116703,Nova Aurora,35-39,0.033805799934832195,m
4116703,Nova Aurora,40-44,0.03307266210492017,m
4116703,Nova Aurora,45-49,0.034050179211469536,m
4116703,Nova Aurora,50-54,0.03820462691430433,m
4116703,Nova Aurora,55-59,0.036331052460084716,m
4116703,Nova Aurora,60-64,0.028755294884327143,m
4116703,Nova Aurora,65-69,0.024926686217008796,m
4116703,Nova Aurora,70-74,0.018328445747800588,m
4116703,Nova Aurora,75-79,0.011159986966438579,m
4116703,Nova Aurora,80+,0.011974584555229716,m
4128104,Umuarama,0-4,0.030285423128838196,m
4128104,Umuarama,5-9,0.03086645987717777,m
4128104,Umuarama,10-14,0.031036301388230877,m
4128104,Umuarama,15-19,0.03209110656213965,m
4128104,Umuarama,20-24,0.03486220490037455,m
4128104,Umuarama,25-29,0.03754391296963413,m
4128104,Umuarama,30-34,0.04068151141066784,m
4128104,Umuarama,35-39,0.0391618768380874,m
4128104,Umuarama,40-44,0.036203058935004334,m
4128104,Umuarama,45-49,0.03331575324710152,m
4128104,Umuarama,50-54,0.03165309424416058,m
4128104,Umuarama,55-59,0.028426105534151553,m
4128104,Umuarama,60-64,0.02396553111228312,m
4128104,Umuarama,65-69,0.018503785677891106,m
4128104,Umuarama,70-74,0.014248808874665904,m
4128104,Umuarama,75-79,0.01007428331351849,m
4128104,Umuarama,80+,0.011048637245349472,m
4119657,Pitangueiras,0-4,0.03480916030534351,m
4119657,Pitangueiras,5-9,0.03419847328244275,m
4119657,Pitangueiras,10-14,0.03358778625954199,m
4119657,Pitangueiras,15-19,0.03206106870229008,m
